,angulo(erro),corr,gps_x_anterior,gps_x_atual,gps_x_final,gps_y_anterior,gps_y_atual,gps_y_final,servo,sinal(erro)
112,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
113,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
114,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
115,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
116,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
117,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
118,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
119,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
120,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
121,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
122,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
123,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
124,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
125,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
126,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
127,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
128,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
129,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
130,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
131,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
132,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
133,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
134,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
135,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
136,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
137,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
138,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
139,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
140,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
141,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
142,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
143,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
144,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
145,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
146,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
147,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
148,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
149,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
150,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
151,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
152,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
153,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
154,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
155,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
156,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
157,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
158,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
159,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
160,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
161,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
162,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
163,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
164,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
165,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
166,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
167,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
168,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
169,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
170,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
171,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
172,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
173,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
174,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
175,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
176,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
177,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
178,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
179,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
180,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
181,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
182,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
183,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
184,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
185,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
186,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
187,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
188,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
189,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
190,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
191,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
192,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
193,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
194,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
195,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
196,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
197,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
198,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
199,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
200,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
201,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
202,0.0,0.0,3.0,3.0,7538593.133685706,428321.25520552445,3.2518643137862457,21330815.635440543,-16.259321568931227,6.918703392155344
